city,year,income,expend,gdp,gap,gap_to_gdp,income_growth,expend_growth,real_estate_inv,house_sales
福州,2023,754.08,1004.9,12928.0,250.8199999999999,0.0194012995049504,0.0795395980072153,-0.0011827967676848,1085.97,877.41
福州,2022,698.52,1006.09,12308.23,307.57000000000005,0.0249889707943384,-0.0684536907381476,0.0873592287573223,1663.87,1419.7
福州,2021,749.85,925.26,11324.48,175.40999999999997,0.0154894529373534,0.1098858809076241,-0.0274752995585453,2248.81,2138.49
福州,2020,675.61,951.4,10020.0,275.78999999999996,0.0275239520958083,0.0112711052568554,0.0017267520215633,2070.23,1888.1
福州,2019,668.08,949.76,9392.0,281.67999999999995,0.0299914821124361,-0.0180781328081365,0.0270340412647605,1812.77,1708.19
福州,2018,680.38,924.76,7856.81,244.38,0.0311042267790617,0.0728838148101425,-0.0150182135781693,1439.68,1711.05
福州,2017,634.16,938.86,7103.4,304.70000000000005,0.042894951713264,0.0588569234108631,0.1312520333040137,1694.18,1685.46
福州,2016,598.91,829.93,6197.64,231.02,0.037275479053317,0.0686043607037074,0.143264502086978,1679.44,1221.33
福州,2015,560.46,725.93,5618.08,165.4699999999999,0.0294531227750405,0.097069704621528,0.2629042640176755,1381.12,914.7
福州,2014,510.87,574.81,5169.16,63.93999999999994,0.0123695145826401,0.1253386787673194,0.0767458414506216,1455.07,965.6
福州,2013,453.97,533.84,4678.5,79.87,0.0170717110184888,0.1883409245589238,0.2997346188493657,1264.79,1256.49
福州,2012,382.02,410.73,4218.3,28.710000000000036,0.0068060593129933,0.1936632920884888,0.1305532617671345,972.27,841.5
福州,2011,320.04,363.3,3736.38,43.25999999999999,0.0115780514829862,0.2914211928012269,0.3844219190610471,963.41,621.04
福州,2010,247.82,262.42,3123.4,14.600000000000025,0.0046743932893641,0.2691795554645089,0.2795358135452728,670.69,597.8
福州,2009,195.26,205.09,2604.0,9.830000000000013,0.0037749615975422,0.1563425322752574,0.1508978675645342,361.8,690.13
福州,2008,168.86,178.2,2284.16,9.339999999999977,0.0040890305407677,0.1521561135371179,0.2453700468236772,313.61,370.66
福州,2007,146.56,143.09,1974.58,-3.469999999999999,-0.00175733573722,0.2676007611139941,0.3001090314373977,376.47,645.63
福州,2006,115.62,110.06,1664.05,-5.560000000000002,-0.0033412457558366,,,296.78,664.58
西宁,2024,134.46,400.98,1862.09,266.52,0.143129494277935,-0.0668332292317301,-0.0424358208955223,91.95,104.57
西宁,2023,144.09,418.75,1801.0,274.65999999999997,0.1525041643531371,0.0939113270573945,0.2351050023596035,113.17,106.15
西宁,2022,131.72,339.04,1644.35,207.32,0.1260802140663484,-0.1439526873334633,-0.0138452588714368,169.93,100.21
西宁,2021,153.87,343.8,1548.79,189.93,0.1226312153358428,0.1524979402291963,0.0433674243573791,265.78,226.64
西宁,2020,133.51,329.51,1373.0,196.0,0.1427530954115076,0.3116219667943805,0.0044811608340444,270.4,298.97
西宁,2019,101.79,328.04,1328.0,226.25,0.1703689759036144,0.0952227243382828,0.1027295952669087,290.99,321.24
西宁,2018,92.94,297.48,1286.41,204.54,0.1590006296592843,0.1740778170793331,0.0315913583243749,292.25,332.22
西宁,2017,79.16,288.37,1284.91,209.21,0.1628207423087998,0.0523796862536558,0.0019457280845001,351.33,388.22
西宁,2016,75.22,287.81,1248.17,212.59,0.1703213504570691,-0.2064563772549847,0.0277827375638326,316.5,352.6
西宁,2015,94.79,280.03,1131.62,185.23999999999995,0.1636945264311341,0.1300667620410112,0.1285161602321269,280.43,311.86
西宁,2014,83.88,248.14,1065.78,164.26,0.1541218637992831,0.2498882431828342,0.1954521366286072,246.86,305.71
西宁,2013,67.11,207.57,978.53,140.45999999999998,0.1435418433773108,0.2253058243563994,0.1200625944312541,195.58,277.8
西宁,2012,54.77,185.32,851.1,130.54999999999998,0.1533897309364351,0.2103867403314918,0.2351372967208744,160.14,177.04
西宁,2011,45.25,150.04,770.7,104.79,0.135967302452316,0.3108342989571262,0.3775247888358426,118.55,265.61
西宁,2010,34.52,108.92,628.3,74.4,0.1184147700143243,0.2262877442273536,0.2796052631578947,95.4,217.1
西宁,2009,28.15,85.12,501.0,56.970000000000006,0.1137125748502994,0.2004264392324093,0.265724907063197,63.84,154.68
西宁,2008,23.45,67.25,422.19,43.8,0.1037447594684857,0.273764258555133,0.4927857935627082,45.39,108.31
西宁,2007,18.41,45.05,342.46,26.639999999999997,0.0777901068737954,0.3001412429378531,0.3130282716409209,31.6,139.55
西宁,2006,14.16,34.31,281.61,20.15,0.0715528567877561,,,29.38,106.44
西安,2024,1002.36,1561.85,13317.78,559.4899999999999,0.0420107555463448,0.0529876460206739,-0.0974417354822678,2144.76,1208.31
西安,2023,951.92,1730.47,12011.0,778.5500000000001,0.0648197485638165,0.1412814118549779,0.1023435957217753,2052.03,1265.33
西安,2022,834.08,1569.81,11486.51,735.7299999999999,0.0640516571177842,-0.0256074766355139,0.0645522236237132,2061.85,1382.76
西安,2021,856.0,1474.62,10688.28,618.6199999999999,0.0578783489953481,0.1820918606899217,0.0942726962406683,1975.28,1492.92
西安,2020,724.14,1347.58,10020.0,623.4399999999999,0.0622195608782435,0.0307162377590526,0.0806402463472919,2064.63,2081.48
西安,2019,702.56,1247.02,9321.0,544.46,0.0584121875335264,0.026084416532788,0.0826048078342174,2008.3,2375.41
西安,2018,684.7,1151.87,8349.86,467.16999999999985,0.0559494410684729,0.0461420932009168,0.1021730185917002,2213.68,2621.72
西安,2017,654.5,1045.09,7469.85,390.5899999999999,0.0522888679156877,0.0209493503049589,0.1088252769172006,2234.84,2459.35
西安,2016,641.07,942.52,6257.18,301.44999999999993,0.0481766546591275,-0.0152383293138143,0.0275609437006671,1955.82,2036.18
西安,2015,650.99,917.24,5801.2,266.25,0.0458956767565331,0.115109885403998,0.1192132171706079,1820.85,1762.7
西安,2014,583.79,819.54,5492.64,235.75,0.0429210725625564,0.1629746205028088,0.1229498088543594,1742.28,1696.39
